ticker,date,exchange_platform,trade_volume,trade_price
racausdt,2024-09-21T01:05:23.111+10:00,kucoin,170537.1262,1.607E-4
stcusdt,2024-09-21T01:05:23.133+10:00,mexc,44061.32,8.599680091290955E-4
forusdt,2024-09-21T01:05:23.135+10:00,huobi,3430.23,0.003747
opusdt,2024-09-21T01:05:23.087+10:00,okex,86.1307,1.6836794508810446
csixusdt,2024-09-21T01:05:23.145+10:00,huobi,27849.7967,0.017602693417438843
audiousdt,2024-09-21T01:05:23.148+10:00,huobi,303.0304,0.132
ethfiusdt,2024-09-21T01:05:23.148+10:00,binance,1570.0000000000002,1.564625859872611
quick2usdt,2024-09-21T01:05:23.160+10:00,mexc,25.86,0.04872
omusdt,2024-09-21T01:05:23.152+10:00,binance,711.0,1.1975419127988747
ceekusdt,2024-09-21T01:05:23.176+10:00,huobi,415.2097,0.0316
gtaiusdt,2024-09-21T01:05:23.182+10:00,mexc,44.51,0.4955
pyrusdt,2024-09-21T01:05:23.151+10:00,huobi,7.1776,2.7865000000000006
renusdt,2024-09-21T01:05:23.187+10:00,huobi,3092.6500000000005,0.04203599635264255
arbusdt,2024-09-21T01:05:23.184+10:00,poloniex,452.4364,0.5732831532343551
